screen_name,created_at,location,state_abb,state,source,hashtags,text
Boxwoodking,2020-04-21 22:08:43,"Georgia, USA",GA,Georgia,Twitter for iPhone,MTPDaily,"WATCH: Georgia to reopen some businesses Friday amid COVID-19 pandemic #MTPDaily

Atlanta Mayor @KeishaBottoms: ""I am asking people to please stay home. ... There's nothing essential about going to a bowling alley in the middle of a pandemic."" https://t.co/7NaqAC3NPK"
spodonahue,2020-04-21 22:08:43,"Los Angeles, CA",CA,California,Instagram,"quarantine, workfromhome, covid_19, spodstudio, mansbestfriend, coworkers",#quarantine update: Italian greyhounds always look to the bright side of things -keeping out of the shadows and the doom and gloom. #workfromhome  #covid_19 #spodstudio #mansbestfriend #coworkers @ Hollywood https://t.co/RxQoxTUMD4
Jeanne4MAGA,2020-04-21 22:08:43,"God’s Country, OK",OK,Oklahoma,Twitter for iPad,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
JAM_Navy_Chief,2020-04-21 22:08:42,"Atlanta, GA",GA,Georgia,Twitter for Android,MTPDaily,"WATCH: Georgia to reopen some businesses Friday amid COVID-19 pandemic #MTPDaily

Atlanta Mayor @KeishaBottoms: ""I am asking people to please stay home. ... There's nothing essential about going to a bowling alley in the middle of a pandemic."" https://t.co/7NaqAC3NPK"
stlpublicradio,2020-04-21 22:08:42,"St. Louis, Missouri",MO,Missouri,Buffer,"coronavirus, STL, IL","Live #coronavirus updates:

- People hospitalized by COVID-19 continues to drop in #STL region
- #IL residents with private student loans will be eligible for relief
- All parking meters in the city of St. Louis will remain free indefinitely

https://t.co/UBJVS2R0Be"
JodiBosworth,2020-04-21 22:08:42,"Roseville, OH",OH,Ohio,Twitter for Android,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
VickyLarose_,2020-04-21 22:08:42,"Coral Springs, FL",FL,Florida,Twitter for iPhone,Covid,"#Covid appears to transmit effectively under hot and sticky conditions. 
Hope for shortened survival times of C19 at higher relative humidity &amp; temp RH (75%) &amp; F (94. F) are encouraging, but the continued robust transmission rates seen in the tropics is very discouraging."
CityofFortWorth,2020-04-21 22:08:42,"Fort Worth, Texas",TX,Texas,Hootsuite Inc.,,.@FtWorthLibrary staff checking in on patrons https://t.co/9bowtZ7y3r
Georgia00121594,2020-04-21 22:08:42,"Albuquerque, NM",NM,New Mexico,Twitter for Android,,"⚡️ All four states have seen Covid-19 case counts jump within the past few days. 

The White House guidelines call for two weeks of sustained decline https://t.co/QN3JVD8ecw"
_selaxoxo_,2020-04-21 22:08:41,"Boston, MA",MA,Massachusetts,Twitter for iPhone,,"It blows my mind. We are at 75 days+ of dealing with COVID here in Vietnam,with 5 days of no new cases,and are sort of starting to hear about the possibilities of reopening things in the nearer future.Meanwhile other countries are like ""ok were below 1k deaths a day time to open"""
Prof_Nishith_P,2020-04-21 22:08:41,"Connecticut, USA",CT,Connecticut,Twitter for iPhone,COVID19,"International Economic Association &amp; Royal Economic Society webinar on ""Developing Nations &amp; #COVID19"" on April 23, 10:30am EST. Panelists include @rodrikdani @HaroonBhorat @AshwDeshpande @LFLopezCalva @AlbertZeufack. Chair Tim Besley. @LSEEcon. Don’t miss
https://t.co/Uyibf5EY4d"
BIGJUICYCC__,2020-04-21 22:08:41,"North Carolina, USA",NC,North Carolina,Twitter for iPhone,,I will retweet any information about injustice toward Black people in China until a major news outlet investigates and airs what’s going on. COVID-19 ORIGINATED IN CHINA...and now they’re treating Black people like subhumans as a result?!?! Any excuse to be racist. https://t.co/EhNPPzEMD7
CatherineHoule6,2020-04-21 22:08:41,"Michigan, USA",MI,Michigan,Twitter for iPhone,ManForOthers,Count on a U of D Jesuit alum to help us find an outlet through the great sports desert. ⁦@JeremyOttoPxP⁩ is a #ManForOthers https://t.co/ijWdh8zr1m via ⁦@detroitnews⁩
BulldogNExile,2020-04-21 22:08:41,Florida,FL,Florida,Twitter for Android,,"Not a bad idea: Several states and cities have ordered their flags be flown at half-staff to honor the memory of those who have perished from COVID-19 in the United States (43,921 and counting, more than our total casualties from the Korean War). @AC360 @ChrisCuomo @donlemon https://t.co/vdk7rMQa9z"
TomMasontime2,2020-04-21 22:08:41,USA,,,Twitter for iPhone,BREAKING,"#BREAKING: The Senate approves $484 billion interim coronavirus bill, sending it to the House for a vote on Thursday. 

*Includes $310 billion+ for Paycheck Protection Program.
*$60 billion for small biz grants/loans.
*$75 billion for hospitals.
*$25 billion for COVID-19 testing."
sophiatseliem,2020-04-21 22:08:40,"California, USA",CA,California,Twitter for iPhone,,"Not blackface:

Two Chinese doctors who were critically ill with COVID-19 have had their skin turn dark from liver damage and an unnamed medication the hospital administered. 
https://t.co/iqFFSvX9MY https://t.co/kPrguweozF"
Gena_Re,2020-04-21 22:08:40,"Kansas, USA",KS,Kansas,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
peteynmj,2020-04-21 22:08:40,"Thousand Oaks, CA",CA,California,Twitter Web Client,,$300 million in 'small business' COVID-19 emergency loans went to some very big companies https://t.co/bptRoqxdIC
MattB_MK1,2020-04-21 22:08:40,"Maryland, USA",MD,Maryland,Twitter for iPhone,,"NY Gov Cuomo praises MD Gov. Larry Hogan for ""thinking outside the box"" when buying coronavirus test kits from South Korea but pushes the federal government to figure out international supply issues rather than have 50 states fending for themselves https://t.co/UXPuQyaR0P https://t.co/dy9Vm42HeZ"
atlchickmom,2020-04-21 22:08:40,"Atlanta, GA",GA,Georgia,Twitter for iPhone,,@LynnDee227 @jimsciutto Hospitals will be inundated with flu and other viral infections as well. It is. It unusual for flu alone to put hospitals in diversion because they run out of beds. You add Covid to the mix and will be devastating
MonarchPD,2020-04-21 22:08:39,Woodstock GA,GA,Georgia,Twitter for iPhone,,"I know COVID-19 is causing many people to feel anxious about what the future holds or lonely during this time of social distancing — and that's okay, just know that you're not alone. I've asked my friend, Dr. Vivek Murthy, to share a few tips on how to get through this: https://t.co/Hx9TMlF2zP"
Garrison66,2020-04-21 22:08:39,"Chicago, IL",IL,Illinois,Twitter for iPhone,"PressBriefing, COVID","Ventilators?! But you said yesterday we were all good on ventilators. What’s up dickhead, you said we had more than enough ventilators. 

#PressBriefing #COVID-19"
MchlMccarthy,2020-04-21 22:08:39,"California, USA",CA,California,Twitter for iPhone,Covid_19,"More than 40,000 Americans have lost their lives to #Covid_19. 
 
Trump is once again relying on division to distract us from his failure to provide the testing, PPE and tracing that is necessary to save lives and reopen our economy.
 
We’re not falling for it."
upstander_2,2020-04-21 22:08:39,"Alamo Heights, Texas",TX,Texas,Twitter for iPad,,"My heart earnestly goes out to the people of Florida, Georgia, South Carolina and Tennessee. You've been lied to about the prevalence, contagiousness, and lethality of COVID-19 by state officials acting for their own political profit. You're headed for a major outbreak. #StayHome https://t.co/3D7wjagDpb"
taysish,2020-04-21 22:08:39,"Ballwin, Missouri",MO,Missouri,Twitter for iPhone,,Practically every day I see a tweet or blog post about someone who wrongly thought COVID-19 was a hoax dying of COVID-19 and all I can think about are the members of the media and politicians who mis-informed that person and who assuredly feel zero responsibility.
DentonCountyGIS,2020-04-21 22:08:39,"Denton, TX",TX,Texas,Twitter for Android,,"Denton County Public Health announced one additional Denton County resident has died as a result of COVID-19, bringing the total to 18 deaths in Denton County. DCPH is also announcing 21 new laboratory-confirmed cases in Denton County as of April 21 for a total of 619 cases. https://t.co/CFVIp11Tjj"
Deinnara,2020-04-21 22:08:39,"Ohio, USA",OH,Ohio,Twitter Web App,,"We’re thankful for our partnership with @UnitedHealthGrp Foundation to support nurses on the front lines of the pandemic who are diagnosing, treating and caring for thousands of individuals and families impacted by #COVID19. https://t.co/ew1vK2NawS"
RJGrandma,2020-04-21 22:08:39,"Idaho, USA",ID,Idaho,Twitter for Android,,"I know COVID-19 is causing many people to feel anxious about what the future holds or lonely during this time of social distancing — and that's okay, just know that you're not alone. I've asked my friend, Dr. Vivek Murthy, to share a few tips on how to get through this: https://t.co/Hx9TMlF2zP"
PurpsMeow,2020-04-21 22:08:39,"Virginia, USA",VA,Virginia,Twitter for Android,,President Trump is trying to rewrite history when it comes to China and COVID-19 — but the facts don't back him up. Tony Blinken was the Deputy Secretary of State and is one of my top foreign policy advisors. He'll explain. https://t.co/si3vDHnF2r
sekler2001,2020-04-21 22:08:39,"Santa Monica, California",CA,California,Twitter for iPhone,,These People Aren’t Freedom Fighters—They’re Virus-Spreading Sociopaths via @thenation https://t.co/t0EEmzPlIs
AZRed65,2020-04-21 22:08:38,"Arizona, USA",AZ,Arizona,Twitter Web App,"COVID19, ChinaVirus, COVID","How do you know when #COVID19 Pandemic is about to end? The #ChinaVirus becomes White Racist #COVID on the Fake News Medias.
MSNBC: ""If you want Gov't to open up, then you want more Black &amp; Brown people to die""😱
Watch! #DarkToLight &lt;racist?😂
#Trump2020 #KAG2020 
#WWG1WGA #KAG https://t.co/eRnjaDw5fJ"
VPICSMANIA,2020-04-21 22:08:38,"Powder Springs, GA",GA,Georgia,Twitter for iPhone,BREAKING,"#BREAKING: The Senate approves $484 billion interim coronavirus bill, sending it to the House for a vote on Thursday. 

*Includes $310 billion+ for Paycheck Protection Program.
*$60 billion for small biz grants/loans.
*$75 billion for hospitals.
*$25 billion for COVID-19 testing."
GonzoEcon,2020-04-21 22:08:38,"Silicon Valley, CA",CA,California,Tweetbot for Mac,,@michaeljknowles @benshapiro Michael’s incessant ravings about the incidence of COVID-19 are largely based on the Stanford and USC studies.  Both have been completely debunked.  Start here and email me if you’d like more. https://t.co/LArRZ6EHkk
SurlyAmy,2020-04-21 22:08:38,"Los Angeles, CA",CA,California,Twitter for iPad,,"An NIH panel says that doctors shouldn't use hydroxychloroquine and azithromycin to treat COVID-19 — a combination that President Trump has repeatedly suggested might be helpful.
https://t.co/P9IYIiEWzI"
ViolaTaylor,2020-04-21 22:08:38,"Texas, USA",TX,Texas,Twitter for Android,,@mrsdurkinmuses @sbrentsimpson @JohnCornyn @realDonaldTrump @SecPompeo Fat young people are dying in droves from Covid-19.  What does that tell you?
Paula66742571,2020-04-21 22:08:37,Michigan,MI,Michigan,Twitter for iPad,BREAKING,"#BREAKING: The Senate approves $484 billion interim coronavirus bill, sending it to the House for a vote on Thursday. 

*Includes $310 billion+ for Paycheck Protection Program.
*$60 billion for small biz grants/loans.
*$75 billion for hospitals.
*$25 billion for COVID-19 testing."
BitchMedia,2020-04-21 22:08:37,"Portland, OR",OR,Oregon,Twitter Web App,,"“With COVID-19 triggering a resurgence in fatphobic discourse, and with the likelihood that triage procedures will lead to people in marginalized bodies being left to die, it’s more important now than ever to fight for fat liberation—at all costs.” https://t.co/uvpHfNzfn9"
JohnDoan1963,2020-04-21 22:08:37,"Michigan, USA",MI,Michigan,Twitter for Android,,@jaketapper @weijia please ask Trump if he accepts any responsibility for touting hydroxychloroquine as a safe treatment against covid 19.
jonmarkhogg,2020-04-21 22:08:37,"San Angelo, TX",TX,Texas,Buffer,TX11,"#TX11 COVID numbers for Tuesday April 21, 2020. 

There was a 9% increase from yesterday’s total of 244 to 268. No new fatalities.  Most of the growth is concentrated in Midland and Ector counties, 13 from a single nursing home. This drops percentage of deaths to 5.5% https://t.co/RMhgIItiLE"
ProfCiara,2020-04-21 22:08:37,"Gulfport, FL",FL,Florida,Twitter Web App,,"Immigrants are vital to our company &amp; the nation’s economy. Today, they’re helping us respond to COVID-19 in healthcare, research, IT, infrastructure, food supply, &amp; more. As we focus on recovery for all Americans, we must not lose sight of the critical importance of immigrants."
AbbyBailey,2020-04-21 22:08:37,MN | CA,MN,Minnesota,Twitter for iPhone,,"SHE HAS A NAME: Skylar Herbert, the daughter of Detroit first responders, is the first child with COVID-19 to die in Michigan. She was five years old. https://t.co/rkBbbG8FIg"
donna_spackman,2020-04-21 22:08:37,"Texas, USA",TX,Texas,Twitter for iPhone,,"If only someone had sounded the alarm - 
If only someone in the Administration would read the reports and data
if only someone would understand that sounding the alarm early was meant to say:
COVID-19 will be catastrophic for Rural America and for Family Farms...
if only https://t.co/MzfzMolsRy https://t.co/CKHuHwtNJI"
SouthrnDscomfrt,2020-04-21 22:08:36,"North Carolina, USA",NC,North Carolina,Twitter for Android,,"""So It Was a Hoax?"" - Fox News' John Roberts Caught on Hot Mic Discussing COVID-19 Mortality Rate with Technician, 'Like the Flu' (VIDEO) @CristinaLaila1  https://t.co/cpHlSDSRUX via @gatewaypundit"
JnJAYY_Everyday,2020-04-21 22:08:36,"Maryland, USA",MD,Maryland,Twitter for iPhone,,"Hank Steinbrenner had turned 63 earlier this month. I was told he died at home in Clearwater after a long illness that was not Covid-19 related, according to sources."
Cheaptarts,2020-04-21 22:08:36,"Dallas, TX",TX,Texas,Twitter for iPhone,,"Indiana is going to start including ""presumptive positive"" coronavirus deaths in their official total -- deaths where a doctor has listed COVID-19 as the underlying cause of death but there was never a positive test (e.g. because the person never got tested). 
(From CBS4Indy) https://t.co/Ifyh36peRm"
ConservativeMag,2020-04-21 22:08:36,USA,,,Google,"tcot, freedoms, congress, conservatism",How to Hold China Accountable for COVID-19 https://t.co/M1IlGJMsVY #tcot #freedoms #congress #conservatism
RealVladivostok,2020-04-21 22:08:36,"Bonner, MT",MT,Montana,Twitter for Android,,@AlurinBor @nkjemisin Do shut up.  There's plenty of Hydroxychloroquine to go around and the rationale for using it to treat the symptoms of Covid-19 is sound even if it provides no antiviral action whatsoever.
Nert639,2020-04-21 22:08:35,Upper Michigan,MI,Michigan,Twitter for iPhone,COVID,"From Sweden: a new study shows at least 11 percent of people in Stockholm have #COVID antibodies (meaning they already have had COVID and recovered). The actual number is likely much higher. (Another scientist in the article says the real figure is 1/3.)

https://t.co/tmXizkqTbZ"
rrtr4c,2020-04-21 22:08:35,Saint Louis MO,MO,Missouri,Twitter for iPhone,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
Kimberl97095920,2020-04-21 22:08:35,"Miami, FL",FL,Florida,Twitter for iPhone,,@WhiteHouse I was wondering as a US citizen what about the doctors and healthcare providers that are trying to get their citizenship for years currently on the front lines taking care of Covid patients that we might Give them citizenship for being here now in our time of need?
SpankyinReno,2020-04-21 22:08:34,"Reno, NV",NV,Nevada,Twitter for iPhone,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
NoContingencies,2020-04-21 22:08:34,USA,,,Twitter Web App,,"This handy guide will help you to quickly and effectively understand what celebrities, neighbors, and even politicians actually mean when they use these common phrases.

https://t.co/WfYYn10Gdq https://t.co/B7VcRGkz9J"
Anne_ForDems,2020-04-21 22:08:34,"Los Angeles, CA",CA,California,Twitter Web App,,"“He was saving lives &amp; then he retired &amp; went to passing out potato chips &amp; pretzels,""said a JetBlue flight attendant and friend of former firefighter who died. ""And this is what this man is going to die from?” COVID-19 deaths mounting in airline industry https://t.co/eibpPdrUGe"
doug_rand,2020-04-21 22:08:34,"Washington, DC",WA,Washington,Twitter Web App,,"Trump's justification on the lectern just now was the usual stew of lies: immigrants steal jobs, immigrants burden the healthcare system, &amp; immigrants somehow aren't contributing to frontline COVID response. https://t.co/J4nPKAs3oV"
Cahaley,2020-04-21 22:08:33,Unfortunately NY,NY,New York,Twitter for iPhone,,Rudy W. Giuliani – Democrats POLITICIZATION of Virus &amp; COVID-19 CURE | Special Guests Patrick Soon-Shiong &amp; Jenna Ellis https://t.co/H6vdL9Bipa
deepakguptalaw,2020-04-21 22:08:33,"Washington, DC",WA,Washington,Twitter Web App,,"""Nobody should be forced to risk deadly exposure to COVID-19 while awaiting trial or facing potential deportation,"" @JoshuaMatz8 writes: https://t.co/B119msPbvw"
rryanno,2020-04-21 22:08:33,"Deltona, FL",FL,Florida,Twitter Web Client,COVID,"To fight #COVID-19 we need to work together to protect health systems, fund vaccines and save lives. @emmanuelmacron @elysee please release €€€ from 🇫🇷 to @WHO @gavi and @CEPIvaccines to help beat this pandemic as soon as possible."
BlueWavePAC,2020-04-21 22:08:33,"Washington, DC",WA,Washington,dlvr.it,,"GOP governor: Trump's claims about testing are 'absolutely false': 'It's not accurate to say 'there's plenty of testing out there,'' Gov. Larry Hogan (R-MD) said on Sunday, rebuking recent claims made by Donald Trump. Donald Trump's attempt to blame… https://t.co/6SK7VfZzVG https://t.co/17APLUMbsB"
Albatrosswins,2020-04-21 22:08:33,NC,NC,North Carolina,Twitter for iPad,,"""NIH Panel Recommends Against Drug Combination Trump Has Promoted For COVID-19""
https://t.co/eUlBuN3zrP"
thesmashcompany,2020-04-21 22:08:32,"St Louis, MO",MO,Missouri,dlvr.it,,He Designed Peloton and Soulcycle Bikes. Now He's Made A Tool To Stop COVID-19 https://t.co/E8V7xoOwte https://t.co/HZRtfEfR48
socalaura,2020-04-21 22:08:32,"Austin, TX",TX,Texas,Twitter for iPhone,,@RadioFreeTom Where they can be infected with Covid 19 and arrested by ICE agents. Right
Ictinia,2020-04-21 22:08:32,"South Portland, ME",ME,Maine,Twitter Web App,,Excited for a bunch of recipe articles to start like this but for covid in the next few years https://t.co/Hqsu2c9awe
jpcrowe_crowe,2020-04-21 22:08:32,"West Virginia, USA",WV,West Virginia,Twitter for iPad,,"Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr. https://t.co/n3uxBOmJMO"
AZprisonreform,2020-04-21 22:08:32,"Arizona, USA",AZ,Arizona,Twitter for Android,Ohio,"Marion Correctional Institution in #Ohio is now the nation’s coronavirus hotspot – representing one in five of all COVID-19 cases in the state. These were the headlines we feared, but expected since there is no social distancing in prisons: https://t.co/FhS6Gq2ElA"
Johnny2o13,2020-04-21 22:08:32,"Michigan, USA",MI,Michigan,Twitter for Android,,Louder than noisy ‘reopener’ protesters: The overwhelming majority of sane Pennsylvanians who are quietly staying home. https://t.co/1OYa03j7w2
martynozz,2020-04-21 22:08:32,Virginia,VA,Virginia,Twitter for Android,,"After finding that there's at least one 5G Covid-19 conspiracy theorist in the neighborhood, I'm really tempted to change my wifi SSID to ""5G_Covid_Phase2"""
willcollective,2020-04-21 22:08:32,"Augusta, GA",GA,Georgia,Twitter for iPhone,,@mlakan @EpochTimes This information brought to you by those ace COVID_19 computer modelers
NashvilleScene,2020-04-21 22:08:32,"Nashville, TN",TN,Tennessee,TweetDeck,,"Gov. Bill Lee announced Monday that “the vast majority of businesses” in 89 of the state’s 95 counties will be allowed to reopen May 1. What are your thoughts on the announcement? Do you have access to COVID-19 testing if you need it?

Take our poll here: https://t.co/Iy0eF3wftN https://t.co/pfHRYCa4j0"
BatTatGuy,2020-04-21 22:08:31,"Richmond, TX",TX,Texas,Twitter for iPhone,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
KUMuseumStudies,2020-04-21 22:08:31,"Lawrence, Kansas",KS,Kansas,Twitter Web App,,"Academic museum workers: Join us for the conversation, ""Precarity + Vulnerability: Academic Museum Workers + COVID-19"" on Friday May 1 from 11:00 am -12:30 pm EDT. 
Sign up via this link: https://t.co/jVXVC7c1Ii 
(zoom link sent later)
Read more about the session in the thread:"
cavalier973,2020-04-21 22:08:31,USA,,,Twitter for Android,,"“Kemp wants to loosen COVID-19 restrictions because he believes it will impact black communities and will result in the deaths of people he deems less desirable.”

That’s one helluva hot take. https://t.co/E1AFjaiEW7"
hsand830,2020-04-21 22:08:31,"Chicago, IL",IL,Illinois,Twitter Web Client,,"The nationwide study was not a rigorous experiment. But with 368 patients, it’s the largest look so far of hydroxychloroquine with or without the antibiotic azithromycin for COVID-19, which has killed more than 171,000 people as of Tuesday. https://t.co/fKtdcxhIC7 via @HuffPost"
LoysaZ,2020-04-21 22:08:31,"Colorado, USA",CO,Colorado,Twitter for Android,,"We were told the hospitals would be overwhelmed by the COVID surge. Instead, Congress is rushing to bail out the hospitals because they're going bankrupt due to lack of patients."
jay_bowes,2020-04-21 22:08:30,"Oxford, MA",MA,Massachusetts,Twitter for iPad,,"The hits keep on coming against the Trump-touted treatment, now from his own NIH.

“Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR” https://t.co/S35loirfok"
dgilbreath22,2020-04-21 22:08:30,"League City, TX",TX,Texas,Twitter for Android,BREAKING,"#BREAKING: Senate clears the latest aggressive effort by Washington to prop up economy, passing $484 billion package to help small businesses, hospitals and bolster Covid testing. This adds to the $2 trillion stimulus, $192 billion relief package and $8.3 billion spending package https://t.co/or22Px1wFb"
spun1s,2020-04-21 22:08:30,"Maryland, USA",MD,Maryland,Twitter for Android,,"@Yamiche A torn liberal on this. Won't Harvard lend research capacity to Covid? While I agree it is a bad look, I am just curious of the narrative if: ""Harvard Fellow develops promising Covid vaccine."""
DaleenLeitner,2020-04-21 22:08:30,"Florida, USA",FL,Florida,Twitter Web App,,"""It’s hard to escape all the stats, charts, and visualizations, and there’s no one-stop-shop for reliable numbers. So here’s a list of some credible sources you can dig into to find the information you need.""

@cynduja is my hero. https://t.co/RGozbmplHI"
ButtlerSue,2020-04-21 22:08:30,"Henderson, NV",NV,Nevada,Twitter for iPad,,This poll makes clear why Trump is trying to pick a fight about immigration and distract from his failure to make COVID tests available. https://t.co/TcWzciAPtU https://t.co/Q5L0vxUK5a
larry_levitt,2020-04-21 22:08:29,"Oakland, CA",CA,California,Twitter for iPhone,,New @KFF analysis of state data on COVID-19 cases and deaths by race and ethnicity paint a sobering picture of how the virus is disproportionately affecting people of color: https://t.co/u5RXruy86k
CarolMaeWY,2020-04-21 22:08:29,Short Grass Prairie of WY,WY,Wyoming,Twitter for iPad,,This poll makes clear why Trump is trying to pick a fight about immigration and distract from his failure to make COVID tests available. https://t.co/TcWzciAPtU https://t.co/Q5L0vxUK5a
kricklys,2020-04-21 22:08:29,USA,,,Twitter for iPhone,,"FAT CHANCE.

LOOKING DOWN THEIR NOSES AT ORDINARY PEOPLE IS WHAT MAKES CELEBRITIES AND THE MEDIA FEEL GOOD ABOUT THEMSELVES.

Celebrities and the media shouldn't sneer at coronavirus lockdown protesters https://t.co/OvoG8f7zwK via @reason"
Empnew,2020-04-21 22:08:28, USA,,,Twitter for Android,,"Sad days in America.

Reality Winner was denied an early release. Michael Cohen went home though. What was his medical reason to go home, after serving only 30%, while they keep Reality in who has served 60+% 

Read this article. The disparities are sad.

https://t.co/RvYFWNkW6W"
againstdotards,2020-04-21 22:08:28,"Ohio, USA",OH,Ohio,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
Jagauress,2020-04-21 22:08:28,"Florida, USA",FL,Florida,Twitter for iPhone,,Stanford study: COVID-19 may be up to 80 times more widespread than reported https://t.co/9vx6QWKikI
TheOVChamber,2020-04-21 22:08:28,"Oro Valley, AZ",AZ,Arizona,Twitter for Android,,"COVID-19 could end up dwarfing the financial crisis in economic damage. In that case, it will not be enough for many companies to tweak their business model; instead, they will need to rethink it. https://t.co/dskoESJfxF"
laxswamy,2020-04-21 22:08:28,"Boston, MA",MA,Massachusetts,Twitter for Android,,"I shared my thoughts from a night in the covid ICU with @TheIHI. I hope you'll read it and submit your own covid story.
https://t.co/TpwMq5jaCS"
Hornsby31,2020-04-21 22:08:27,"Florida, USA",FL,Florida,Twitter for Android,coronavirus,"Florida hosted spring break &amp; winter solstice during the #coronavirus pandemic. 
Despite having a large elderly population &amp; never locking down their state—hospital bed space has INCREASED &amp; they maintain a very low death rate. 

Time to #ReopenAmerica!

https://t.co/loEVnTGUhV"
CitoMIA,2020-04-21 22:08:27,"Tampa, FL",FL,Florida,Twitter for iPhone,,XO face masks are back to raise money and I’ll be matching every dollar that comes in to aid communities afflicted by Covid-19 with 100% of the proceeds going to Music Cares. https://t.co/2CAsWSGa9B https://t.co/P8WpGxccID
Jaymina_4,2020-04-21 22:08:27,"California, USA",CA,California,Twitter for Android,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
SScarborough,2020-04-21 22:08:26,Jacksonville Florida,FL,Florida,Twitter Web App,,Trump is putting a moratorium on green cards? How does that help fight COVID-19? Hint: It doesn't.
kellyD510,2020-04-21 22:08:26,"Ohio, USA",OH,Ohio,Twitter for Android,,Get all the details on changes to the AP® Exam process and help your students prepare. https://t.co/yDxS5xUUEL
MIAteencoun,2020-04-21 22:08:25,"Coconut Grove, FL",FL,Florida,Twitter Web App,"COVID, miami, teencounseling, coronavirus, virtualtherapy",COVID-19 has turned the world upside down. Does your teen have the skills to successfully manage #COVID-19 and all the changes going on. We can help with daily virtual appointments. Call: 786-383-0353 - https://t.co/y4qCKnVRmf #miami #teencounseling #coronavirus #virtualtherapy https://t.co/iHIKrGJwf5
sww007,2020-04-21 22:08:25,"Atlanta, GA",GA,Georgia,Twitter for iPhone,,You got the conjunction wrong:  Give me liberty AND give me death from covid-19. https://t.co/K2gWzpMBu4
taupes04,2020-04-21 22:08:25,NJ,NJ,New Jersey,Twitter for iPhone,,"If you could end Covid-19 by sacrificing a part of New Jersey, which part would you choose and why South Jersey?"
Nanafran12,2020-04-21 22:08:25,"Texas, USA",TX,Texas,Twitter for iPhone,,“We are particularly troubled that Mr. Kushner's work may even involve 'directing FEMA and HHS officials to prioritize specific requests from people who are able to get Kushner on the phone.” https://t.co/Ei89dCgzVG
Rokviik,2020-04-21 22:08:25,"Alabama, USA",AL,Alabama,Twitter for Android,,"Well I just found out that my cousin is pregnant and doing a gender reveal tomorrow. Should I call in to work and make my way to kentucky just to crash that shit and be a dickhead? I mean it's only fair, she is a self righteous cunt and I hope she catches zika and covid and ebola"
khnorthrupesq,2020-04-21 22:08:24,"Albany, NY",NY,New York,Twitter for iPhone,,"A new analysis found that 11% of veterans with Covid-19 died when they received standard care — but the death rate rose to 28% when they were also given hydroxychloroquine, the malaria drug touted by Trump. https://t.co/vTqHJqG5Wt"
lmg1700,2020-04-21 22:08:24,"Delray Beach, FL",FL,Florida,Twitter for iPhone,,"Good news for me and my family.  Last week I tested positive for Covid antibodies, confirming I cleared the virus after weeks without symptoms.  I’ve also signed up for a clinical trial to donate my blood plasma and expect to make the donation in the coming weeks"
mthsell1,2020-04-21 22:08:24,"Edmonds, WA",WA,Washington,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
Karenkat1956,2020-04-21 22:08:24,"Austin, TX",TX,Texas,Twitter for iPhone,,"Has anyone else noticed Trump is no longer touting his Hydroxychloroquine miracle cure for CoVid 19? Yea, once again Trump was wrong and in the process got people hurt or killed. 

And it was for nothing.

https://t.co/8AkF2zUlqP"
AtreiyaN7,2020-04-21 22:08:24,"Honolulu, Hawaii",HI,Hawaii,Twitter for Android,,"""NIH Panel Recommends Against Drug Combination Trump Has Promoted For COVID-19""
https://t.co/eUlBuN3zrP"
prophetspress,2020-04-21 22:08:24,"Seattle, WA",WA,Washington,Twitter for iPhone,coronavirus,"US - Illinois: 33,059 cases and 1,468 deaths https://t.co/jpvPgfZC3m @RonanKelly13 #coronavirus"
KDavCor,2020-04-21 22:08:24,"West Virginia, USA",WV,West Virginia,Twitter for Android,,"""NIH Panel Recommends Against Drug Combination Trump Has Promoted For COVID-19""
https://t.co/eUlBuN3zrP"
meganranney,2020-04-21 22:08:23,Providence RI,RI,Rhode Island,Twitter for Android,,Nurses read names at White House of colleagues who died of covid-19.😨 https://t.co/jxl4otvLTh
