screen_name,created_at,location,state_abb,state,source,hashtags,text
UKMarkey,2020-04-21 22:00:35,"Lexington, Kentucky",KY,Kentucky,Hootsuite Inc.,,"As we look to reschedule or postpone life milestones, it can be hard to plan with so much uncertainty. Craig Martin, infectious disease specialist and associate dean at @UK_COP, breaks down the specifics on what we should know for summer plans in Kentucky.
https://t.co/2L1upVivZP"
MichiganRadio,2020-04-21 22:00:35,Southern Lower Michigan,MI,Michigan,TweetDeck,,"Mercy Health's Hackley Hospital in Muskegon has fired an ICU nurse after he brought media attention to safety concerns about the hospital's response to COVID-19. That's according to the Michigan Nurses Association.
https://t.co/EnVhKg3Q0v"
cityofsaintpaul,2020-04-21 22:00:34,"Saint Paul, Minnesota",MN,Minnesota,AgoraPulse Manager,,"Find resources for nonprofits, including loan programs and emergency funds at https://t.co/LoyOXS1KKF. https://t.co/gHf8ViUIDl"
OboistaAlli,2020-04-21 22:00:34,"Austin, TX",TX,Texas,Twitter Web App,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
syndicatefund,2020-04-21 22:00:34,"St Paul, MN",MN,Minnesota,TSF Portfolio Companies Retweet,,We are partnering with the NY Genome Center to help identify genetic factors associated with COVID19 disease severity https://t.co/OyJo5t48yR @nygenome
Deltalady880,2020-04-21 22:00:34,"Austin, TX",TX,Texas,Twitter for iPhone,,@whatifisaidit @bevdevwarrior Don’t you just want to put him on a COVID ward with no PPE?
ravennmiraje,2020-04-21 22:00:34,"North Carolina, USA",NC,North Carolina,Twitter for iPhone,,I will retweet any information about injustice toward Black people in China until a major news outlet investigates and airs what’s going on. COVID-19 ORIGINATED IN CHINA...and now they’re treating Black people like subhumans as a result?!?! Any excuse to be racist. https://t.co/EhNPPzEMD7
RandyBrush1,2020-04-21 22:00:34,"Ohio, USA",OH,Ohio,Twitter Web Client,,Quaran-TYT-ned: AOC’S BOLD STAND For Covid Aid; Trump’s Wicked Immigration Ban https://t.co/0PQnZLxKKm via @YouTube
eddy_noonan,2020-04-21 22:00:34,"Waltham, MA",MA,Massachusetts,Twitter for Android,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
Marge1234567,2020-04-21 22:00:34,"Toledo, OH",OH,Ohio,Twitter Web App,"COVID19, COVIDー19, COVID","Who's going to harvest our produce if Trump bans immigrants? Better start stockpiling veggies.

#COVID19 
#COVIDー19 
#COVID https://t.co/luVrhqQcjs"
BakariTZace,2020-04-21 22:00:34,"Washington, DC",WA,Washington,Twitter Web App,,"🚨ICYMI 🚨Chicago Mayor @LightfootForChi joined us this morning to discuss the racial disparities among coronavirus-related deaths in Chicago and the city’s response to COVID-19 overall:
https://t.co/XHrv3ylJrQ"
drund,2020-04-21 22:00:34,"Youngstown, Ohio",OH,Ohio,Hootsuite Inc.,"TechGiant, pandemic","It’s too soon to evaluate which #TechGiant has made the most effective contributions to the #pandemic response. But it seems like @Facebook may have made the most contributions, at least in terms of sheer number of projects. @verge @CaseyNewton 
https://t.co/3A9hfoVWn5"
Dogs4T,2020-04-21 22:00:34,Florida,FL,Florida,Twitter for iPhone,,"Busted: Cuomo lied about COVID19. 

3/31 Cuomo goes into his basement.  4/12 Easter Sunday he &amp; his wife &amp; 3 kids at lot they bought. 
He berated a biker. 

4/21 he and CNN film him coming out of his basement. 

COVID-19 'Survivor' Chris Cuomo And CNN Lied https://t.co/RTKoEIpAQC"
JimAroune,2020-04-21 22:00:34,"Fairport, NY",NY,New York,Twitter for iPhone,,"Many businesses are hurting these days. Tonight on @SPECNewsROC, hear how the city of Geneva is helping it’s small businesses survive COVID-19. https://t.co/oVhytQWyzx"
Ariel_ISanchez,2020-04-21 22:00:34,"Somerville, MA",MA,Massachusetts,Twitter for iPhone,,DR ain’t playing with this COVID-19 🦠 https://t.co/utW3vhKdLU
discoverdowney,2020-04-21 22:00:33,"Downey, CA",CA,California,Twitter Web App,"CityofDowney, COVID19, Onward, Resources","Onward is a website built for individuals impacted by job loss during the COVID-19 pandemic, connecting you to essential life resources, employment opportunities, &amp; more.

If you need help, please visit https://t.co/2MG11FwP3j 

#CityofDowney #COVID19 #Onward #Resources https://t.co/5O4395t88p"
brendajoanneWY,2020-04-21 22:00:33,"Byron, Wyoming",WY,Wyoming,Twitter for Android,,"My heart earnestly goes out to the people of Florida, Georgia, South Carolina and Tennessee. You've been lied to about the prevalence, contagiousness, and lethality of COVID-19 by state officials acting for their own political profit. You're headed for a major outbreak. #StayHome https://t.co/3D7wjagDpb"
NordicNinja,2020-04-21 22:00:33,"Los Angeles, CA",CA,California,Twitter for Android,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
DealsPlus,2020-04-21 22:00:33,"California, USA",CA,California,Buffer,,"Retailers That Not May Survive COVID-19

https://t.co/fMhrY6z1pr https://t.co/ws3K91jpnv"
chompie97,2020-04-21 22:00:33,California,CA,California,Twitter for iPhone,,"I know COVID-19 is causing many people to feel anxious about what the future holds or lonely during this time of social distancing — and that's okay, just know that you're not alone. I've asked my friend, Dr. Vivek Murthy, to share a few tips on how to get through this: https://t.co/Hx9TMlF2zP"
Dana0919,2020-04-21 22:00:32,"Florida, US",FL,Florida,Twitter for Android,,"Vanity Fair wails Covid-19 is killing the media. No, no, no, you media idiots. Your LIES are what's killing you, not a virus. If you journalists would only stop lying, we'd start buying. But since you won't, we won't either.
https://t.co/YrJ5OGWEkB"
YHLQMDLG69,2020-04-21 22:00:32,"Arizona, USA",AZ,Arizona,Twitter for iPhone,,DR ain’t playing with this COVID-19 🦠 https://t.co/utW3vhKdLU
ChahtaYumi,2020-04-21 22:00:32,"North Little Rock, AR",AR,Arkansas,Twitter for Android,,"Earlier this month my dad had to go the ER and I really appreciated the prayers and light. Right now, indications are that my mom might be fighting undiagnosed COVID-19 (3 weeks of cycling symptoms, including fevers, etc.).

I’m asking for your prayers and light for her, too."
HealthWellOrg,2020-04-21 22:00:32,"Germantown, MD",MD,Maryland,Sprout Social,"GivingTuesdayNow, GivingTuesdayNow","Save the date! We’re gearing up for #GivingTuesdayNow, a global day of giving &amp; unity on May 5, 2020. We are participating in the #GivingTuesdayNow campaign to ensure that we can continue to assist those affected during this public health crisis. https://t.co/Fe1PkLji1M https://t.co/vnnfY0L6V4"
BHAP_US,2020-04-21 22:00:32,"Los Angeles, CA",CA,California,Hootsuite Inc.,"Mason, Rural, Telehealth, Virginia, funding","VA | #Mason Receives $500,000 USDA Grant to Expand #Rural #Telehealth Capabilities Amidst COVID-19 #Virginia #funding https://t.co/HnOQCumDtI"
Bjammin89984484,2020-04-21 22:00:32,"Paradise, NV",NV,Nevada,Twitter for Android,,"""So It Was a Hoax?"" - Fox News' John Roberts Caught on Hot Mic Discussing COVID-19 Mortality Rate with Technician, 'Like the Flu' (VIDEO) https://t.co/iIatkJtc7T via @gatewaypundit"
candantri,2020-04-21 22:00:31,"California, USA",CA,California,Twitter for iPhone,,"LOVE @GavinNewsom's idea of ""Californians for All.""

@CAgovernor is encouraging volunteer service from all Californians. 

Both parties should be able to get behind citizens doing good on their own time. 

I will sign up. Let's help each other. 

https://t.co/1TYQFjvrh7"
bromf3,2020-04-21 22:00:31,"San Francisco, CA",CA,California,Twitter for iPhone,,Please note I am not dropping Vacation now to “spread cheer in the time of COVID” or anything like that. This is the most depressing album I’ve ever made
AmCollSurgeons,2020-04-21 22:00:31,"Chicago, IL",IL,Illinois,Hootsuite Inc.,ACSCOVID19,@AmCollSurgeons Regent Dr. Gerald Fried highlights how he has adapted during the COVID-19 pandemic and shares a message of thanks to those on the frontlines. #ACSCOVID19 https://t.co/vs0rU6mB9C
CityofSanMarino,2020-04-21 22:00:31,"San Marino, CA",CA,California,Hootsuite Inc.,,"Interested in getting County COVID-19 case numbers and City-related news directly via text? Sign up for COVIDSMS by texting ""91108"" to (888) 414-5539 and then subscribe to updates! https://t.co/uyCGT2ccE9"
ruffing2,2020-04-21 22:00:31,"Pittsburgh, PA",PA,Pennsylvania,Hearsay Social,,"Despite a tumultuous start to the year, stockholders are mostly leaving investments untouched and hoping to weather the storm. This chart shows the behavior of stockholders in the U.S. due to COVID-19 (in %). https://t.co/Ek0zlDN9t5"
BeebeHealthcare,2020-04-21 22:00:31,"Lewes, DE",DE,Delaware,SmarterQueue,"netde, sussexde, healthDE",Beebe's new website is launched! The redeveloped site features mobile-friendly design with our community in mind! It also features in-depth information related to COVID-19. Check it out: https://t.co/h80IU2p0H3 #netde #sussexde #healthDE https://t.co/agU4xM6coc
ozep115,2020-04-21 22:00:31,"South Central Texas, USA",,,Twitter for Android,,"CNN's April Ryan Asks If Stay At Home Protestors Should Refuse Medical Care If They Contract COVID 

This is just sickening...

https://t.co/AlL59E0xMh"
fox43,2020-04-21 22:00:31,"York, PA",PA,Pennsylvania,Twitter Web App,COVIDー19,"You asked the questions. We got the answers.

More than 100+ viewer questions on #COVIDー19 answered here: https://t.co/qFPZRl1x1A via @fox43"
xc_logan,2020-04-21 22:00:31,"Newark, Ohio",OH,Ohio,Twitter for iPhone,,"Y’all I really need new mowing/landscaping customers. Thanks to covid it’s hard to find companies that are hiring, so please RT and help me out"
schpsych8,2020-04-21 22:00:31,"Colorado, USA",CO,Colorado,Twitter for iPad,,The GDP per capita of the US is 25 TIMES that of Egypt. We can be thankful for these donations&amp; still note how sad it is that the world’s biggest economy needs humanitarian aid from Egypt – which has an even higher #covid death rate than US &amp; where resources are far more limited. https://t.co/6Wrg5VXbVX
happymartie1,2020-04-21 22:00:31,Florida,FL,Florida,Twitter Web App,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
971CharlieFM,2020-04-21 22:00:31,"Portland, Oregon",OR,Oregon,Sprout Social,,"Facebook Releases Maps Showing Where People Are Reporting Coronavirus Symptoms
https://t.co/odAhOB6xax"
suz_free,2020-04-21 22:00:31,"Los Angeles, CA",CA,California,Twitter for iPhone,COVID19,Should you prepare a #COVID19 emergency care kit? Dr. Linda V. DeCherrie shares her recommendations: https://t.co/S8sPWmNCne https://t.co/44erbW64pV
JJinx124,2020-04-21 22:00:31,"Milwaukee, WI",WI,Wisconsin,Twitter for iPhone,,"So now there’s skin reactions &amp; whatnot as symptoms of Covid. I feel like this is coming out late as hell as a symptom. Man, don’t nobody know what’s going on with Covid including these “experts”. Nobody knows anything besides the fact it’s really contagious."
timwlsn31,2020-04-21 22:00:31,"Denver, CO",CO,Colorado,Tim Wilson,,"In COVID Briefings, Trump Again Relies On Both Shock And Strategic Retreat https://t.co/UPxd5JwHwp"
toddbnielsen,2020-04-21 22:00:30,"Dallas, TX",TX,Texas,AgoraPulse Manager,"coronavirus, lightinthedarkness, COVID19, uplifting, positivity","When you look hard enough in the darkness, you can always find light. With so much negativity and tragedy going on in the world, we wanted to share some positivity and spread some joy.

#coronavirus #lightinthedarkness #COVID19 #uplifting #positivity https://t.co/Ep45TaDH1E"
BrianM_7,2020-04-21 22:00:30,AK & NM,AK,Alaska,Twitter for iPhone,,"Get jacked, shed blood, booze economically. Beat Covid. https://t.co/oXNrYMTNbM"
98cowboys,2020-04-21 22:00:30,"Tucson, AZ",AZ,Arizona,Twitter for iPad,,"""NIH Panel Recommends Against Drug Combination Trump Has Promoted For COVID-19""
https://t.co/eUlBuN3zrP"
curliemermaid,2020-04-21 22:00:30,"Honolulu, HI",HI,Hawaii,Twitter Web App,,A panel of experts convened by the National Institute of Allergy and Infectious Diseases is recommending against a combination of two drugs promoted by President Trump to treat COVID-19 because of potential toxicities. https://t.co/bkeIcws1Ku
WiseOwl_ACK,2020-04-21 22:00:30,"Nantucket Island, MA",MA,Massachusetts,Twitter for iPhone,"Hydroxychloroquine, Covid","Breaking:  Study finds no benefit, higher death rate in patients taking #Hydroxychloroquine hydroxychloroquine for #Covid-19
https://t.co/C0rNCe0A91"
Gummbyman32,2020-04-21 22:00:30,Huntington Beach CA,CA,California,Twitter Web App,,Quaran-TYT-ned: AOC’S BOLD STAND For Covid Aid; Trump’s Wicked Immigrati... https://t.co/6iiOn8JAlV via @YouTube
mayorbcyoung,2020-04-21 22:00:30,"Baltimore, MD",MD,Maryland,Sprout Social,"COVID19, coronavirusbalt",Join me at 6:30 for our #COVID19 Telephone Town Hall. We will discuss the city’s continued response to the COVID-19 pandemic. We will also be taking questions. Call 855-756-7520 ext. 59434# to participate. #coronavirusbalt https://t.co/MikVwxaxHt
edmonsonvoice,2020-04-21 22:00:30,"Brownsville, KY",KY,Kentucky,Twitter for Advertisers,,Edmonson Center Nursing Home Confirms One Positive COVID-19 Case
MGRonquillo,2020-04-21 22:00:30,"Dallas, TX",TX,Texas,Twitter for iPad,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/Z8WOuY1uG5
McCluskieforCO,2020-04-21 22:00:30,Colorado,CO,Colorado,Hootsuite Inc.,"COLeg, COPolitics, DoingMyPartCO","Colorado Food Assistance and COVID-19 information: There are many options available to you to apply for Food Assistance benefits.  Follow this link to find the information you need on how to apply.

https://t.co/JE9eln4mYU 

#COLeg #COPolitics #DoingMyPartCO"
MullyAPR,2020-04-21 22:00:29,Wisconsin,WI,Wisconsin,Twitter for iPhone,,"Thanks to gifts generously donated to the COVID-19 Community Response Fund, today we announce 14 more nonprofits have been awarded $130,000 in grants. That brings the total awarded to 36 nonprofit organizations so far from the fund to $405,000!

 https://t.co/z37w5sv7H4 https://t.co/jUzR7Esr8k"
WantBigHammer,2020-04-21 22:00:29,"Texas, USA",TX,Texas,Twitter for Android,,"Dr. Birx is an Army Colonel and a subject matter expert who has dedicated her life to fighting infectious diseases.

Why shouldn’t she also be able to speak?
 
“Joe Biden: Dr. Anthony Fauci should be 'only person' public hears from during COVID-19 crisis”

https://t.co/K8AsHJLtdA"
ZaqsTech,2020-04-21 22:00:29,"Boston, MA",MA,Massachusetts,ZAQS Tech,,Emergent Tech - Investors splash £100m on robotic process automation vendor in hopes RPA holds up in wake of COVID-19 - Cash-flingers see dollars through a Blue Prism - | https://t.co/aLgfH8qkE4
BrianBjornMD,2020-04-21 22:00:29,"Boston, MA",MA,Massachusetts,Twitter for iPhone,,"My heart earnestly goes out to the people of Florida, Georgia, South Carolina and Tennessee. You've been lied to about the prevalence, contagiousness, and lethality of COVID-19 by state officials acting for their own political profit. You're headed for a major outbreak. #StayHome https://t.co/3D7wjagDpb"
ErieFamHealth,2020-04-21 22:00:29,"Chicago, IL",IL,Illinois,Sprout Social,,"We have information on COVID-19 in English, Spanish, and Arabic available. Hear Erie doctors talk about coronavirus in the language you speak. 🗣️ 💓 https://t.co/uI80Xe0YW7"
NotCunningman45,2020-04-21 22:00:29,"Silver Spring, MD",MD,Maryland,Twitter Web App,,This study is wild. They compared Hannity viewers to Tucker viewers (Tucker was notably aggressive in covering covid as a real threat) and found more infections and deaths for Hannity viewers. Hannity and other irresponsible media figures literally risked their viewers’ lives. https://t.co/F5cWsyCIqK
DiversifyNevada,2020-04-21 22:00:29,Nevada,NV,Nevada,Hootsuite Inc.,ThankYou,"We are back for another Community Appreciation Week shout-out! #ThankYou @GovSisolak for your leadership during this crisis. We appreciate your dedication to ensuring that Nevadans stay safe, informed, and supported through the COVID-19 pandemic. #StayHomeForNevada https://t.co/pCEIZK8dHY"
FNevo,2020-04-21 22:00:29,"Temple Hills, MD",MD,Maryland,Twitter for iPhone,,I will retweet any information about injustice toward Black people in China until a major news outlet investigates and airs what’s going on. COVID-19 ORIGINATED IN CHINA...and now they’re treating Black people like subhumans as a result?!?! Any excuse to be racist. https://t.co/EhNPPzEMD7
allaboutaznews,2020-04-21 22:00:29,Arizona,AZ,Arizona,Hootsuite Inc.,"aztogether, azcovid19, azcovidtesting","Arizona Has Done 55,000 COVID-19 Tests, They Need Double That Each Month In Order To Reopen https://t.co/97qBNFIjS2 #aztogether #azcovid19 #azcovidtesting"
growbizchicago,2020-04-21 22:00:29,"Chicago, IL",IL,Illinois,Hootsuite Inc.,,"IRS Tax Tips to Avoid Common Small Business Mistakes + COVID-19 Relief. Thur, Apr 23, 2020 from 10 to 11 a.m. Learn the essentials that small business owners should know about federal taxes. https://t.co/TLnnfEGscU"
woahboyherewego,2020-04-21 22:00:28,"Baltimore, MD",MD,Maryland,Twitter for Android,,"Ashlee Ramirez, a registered nurse who has spent the last month working long hours in an emergency room and helping to intubate COVID-19 patients, has not received stimulus money because she files her taxes jointly with her husband, Fredy, a Honduran citizen https://t.co/7AAeUWqjRP"
ahsheadache,2020-04-21 22:00:28,"Mount Royal, NJ",NJ,New Jersey,Sprout Social,"migraine, COVID19, telemedicine","During a Facebook Live event, @NinaRiggins provided an overview of safe and effective options for #migraine treatment in light of the #COVID19 pandemic. Visit our website to watch her presentation and learn more about treatment in the age of #telemedicine. https://t.co/aCcECNk0vD"
Shinra_Kurogane,2020-04-21 22:00:28,"Queens, NY",NY,New York,Twitter for Android,,"It blows my mind. We are at 75 days+ of dealing with COVID here in Vietnam,with 5 days of no new cases,and are sort of starting to hear about the possibilities of reopening things in the nearer future.Meanwhile other countries are like ""ok were below 1k deaths a day time to open"""
ErinNMarcusMD,2020-04-21 22:00:28,"Miami, FL",FL,Florida,Twitter Web App,,"COVID’s disproportionate lethality for older patients 
+ 
Florida’s status as a dense state 
+
Florida having the oldest population in the top ten
+
Florida’s oddly low positive rate
——
Doesn’t add up. It just doesn’t."
madison_mag,2020-04-21 22:00:28,"Madison, WI",WI,Wisconsin,Buffer,,There are more than 200 restaurants on this list! https://t.co/3delysOxBN https://t.co/ScmJROnPhP
Lafcurve,2020-04-21 22:00:28,"St. Paul, MN",MN,Minnesota,Twitter for iPhone,,So far 113 of 160 MN Covid-19 deaths are in long-term care facilities.
eddiehall1,2020-04-21 22:00:28,"Oklahoma, USA",OK,Oklahoma,Twitter for iPhone,,"....to State/Local Governments for lost revenues from COVID 19, much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth."
nothingbutnets,2020-04-21 22:00:28,"Washington, DC",WA,Washington,Hootsuite Inc.,"COVID19, StepUpTheFight","As the #COVID19 pandemic challenges health systems across the globe, the @GlobalFund has emerged as a great role model for how global health actors can adapt to #StepUpTheFight against COVID-19 and malaria.

Learn how - https://t.co/ZbMYFw5vrG https://t.co/BxlznpleWW"
GLADLaw,2020-04-21 22:00:28,"New England, USA",,,Hootsuite Inc.,,"NEW: We joined 170 national, state, and local organizations, in signing a second open letter, calling for policy makers to address LGBTQ+ specific concerns surrounding COVID-19. https://t.co/ePxC3eaISh"
kin2souls,2020-04-21 22:00:28,NC,NC,North Carolina,Twitter for Android,,"BREAKING: Maine will receive at least $16,295,844 for COVID-19 testing needs from this new emergency aid package the Senate passed this afternoon."
IsabelHydorn,2020-04-21 22:00:28,"Houston, TX",TX,Texas,Twitter for iPhone,,Skylar Herbert has become the youngest victim in the state of Michigan to pass away from COVID-19 at 5 years old. Our prayers go out to her family at this time. 🕊 https://t.co/155FmdR9Z1
rhiles2760,2020-04-21 22:00:28,"Sneads Ferry, NC",NC,North Carolina,Twitter Web App,,"Ohio man, 60, who blasted COVID-19 lockdown as 'political ploy' and said stay-at-home orders were 'b*****t' dies after contracting coronavirus. https://t.co/47WVyZHxsL"
SimoneViannaArt,2020-04-21 22:00:28,"California, USA",CA,California,Twitter for iPhone,,.@AmericanExpress wants to provide meaningful support to small businesses as they navigate the impacts of COVID-19. https://t.co/SxX5mFqZfS
shane_pruitt78,2020-04-21 22:00:27,"Rockwall, TX",TX,Texas,Twitter for iPhone,,"think about this...

a 19 yr old college student has already had the following happen in their formative years of life:

- 9/11
- 2008 Great Recession 
- COVID_19

they’re very aware there is a PROBLEM, that is why we constantly have to tell them about a SOLUTION, named JESUS."
ichabodmusic,2020-04-21 22:00:27,"New York, USA",NY,New York,Twitter for iPhone,COVID19,"NIH releases treatment guidelines for #COVID19
https://t.co/D8aBdi0ENk

Expert panel recommends against the use of #hydroxychroloquine plus azithromycin except in a clinical trial setting.
https://t.co/b0mYHV5WC2 https://t.co/iz6oVVP0nb"
ooscarmiguel,2020-04-21 22:00:27,Florida,FL,Florida,Twitter for Android,,"....to State/Local Governments for lost revenues from COVID 19, much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth."
vonnie11_,2020-04-21 22:00:27,"Miami, FL",FL,Florida,Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
yournutrition,2020-04-21 22:00:27,NC USA,NC,North Carolina,Twitter Web App,"DumpTrump, CoronavirusLiar","The Ten Weeks That Lost the War: A Timeline of How Trump Lied, Bungled and Screwed America in the COVID-19 Crisis #DumpTrump #CoronavirusLiar https://t.co/99kKrjNxGj via @BulwarkOnline"
nyulangone,2020-04-21 22:00:27,"New York, NY",NY,New York,Sprout Social,"COVID19, coronavirus",Why are #COVID19 patients laying on their stomachs in the ICU? @nyulangone’s @drwhiteson discusses how prone positioning is helping COVID patients breathe and overcome the physical challenges of the #coronavirus on @SIRIUSXM’s @NYUDocs. Listen here: https://t.co/PQiVWH11rI
JavierduranEl,2020-04-21 22:00:27,"Tuc-Sonora, Arizona",AZ,Arizona,Twitter for Android,STOPTHEWALL,"Trump’s refusal to #STOPTHEWALL during the pandemic is risking lives in border communities &amp; tribal nations.

4,000+ foreign workers have poured into the borderlands, setting up ""man camps"" while ignoring social distancing guidelines.
https://t.co/HwvEXmHjzB"
PatriciaHammes2,2020-04-21 22:00:27,Tennessee,TN,Tennessee,Twitter for Android,,"As our nation fights COVID-19, Americans in the transportation sector continue to deliver food, medical equipment, and essential supplies. #Tothosewhokeepusmoving, we thank you from the bottom of our hearts for your hard work and dedication during this difficult time. https://t.co/uz0YFFa9DJ"
Kriscerone,2020-04-21 22:00:27,"Silver Lakes, CA",CA,California,Twitter for iPhone,,"The author of this tweet contracted COVID-19 and died a few days ago.

Don't be like this guy. Stay safe at home. 

https://t.co/ifDH8Gl0Iu https://t.co/NkYVRx4xuv"
Mikie_Chavez,2020-04-21 22:00:26,"Arlington Heights, IL",IL,Illinois,Twitter for iPad,,"Interesting to see Northam start to do more national press outside of his briefings.

Virginia has seen a few days of decline in new covid positives but it’s come as testing has slowed down as well.

Northam says he wants 14 days of decline of the virus before starting to open VA https://t.co/otYc270S2j"
kentsavage,2020-04-21 22:00:26,"Ewa Beach, HI",HI,Hawaii,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/Z8WOuY1uG5
skepticalraptor,2020-04-21 22:00:26,"Los Angeles, CA",CA,California,Buffer,"MMS, COVID19",From @doritmi – Judge orders the Genesis II Church to stop marketing #MMS for #COVID19 - it's industrial-strength bleach https://t.co/c5YuuF5mU8 https://t.co/OcGqCmjA8Q
Nert639,2020-04-21 22:00:26,Upper Michigan,MI,Michigan,Twitter for iPhone,,"Christians try to gather for worship services...they get threatened with fines &amp; arrests.

Mosques gather to worship Mohammed/Allah...no one says a thing or does a thing.

😡Anyone ELSE sick of discrimination against Christians⁉️https://t.co/7v6ga9n3RM"
whitecanary007,2020-04-21 22:00:26,"Pasco, WA",WA,Washington,Twitter for iPhone,,I will retweet any information about injustice toward Black people in China until a major news outlet investigates and airs what’s going on. COVID-19 ORIGINATED IN CHINA...and now they’re treating Black people like subhumans as a result?!?! Any excuse to be racist. https://t.co/EhNPPzEMD7
LexAlexander,2020-04-21 22:00:26,"Greensboro, N.C. USA",,,Hootsuite Inc.,,"Nurses having to stand against unhinged Trump supporters while dealing with the mental trauma from fighting COVID-19, is the most disgusting thing going on in America currently."
phyllissharp54,2020-04-21 22:00:26,"Portland, OR",OR,Oregon,Twitter for Android,,"Five different coronavirus clusters in Lyon County, Kansas -- including one meat processing plant, one church:

https://t.co/jSEeZLFgQK"
GraphiteBlimp,2020-04-21 22:00:26,"Brownsville, Texas",TX,Texas,Twitter for Android,,@krgv @TexasTribune Is it true that hospitals get money for reporting Covid cases and to administer tests? Maybe they're making up numbers for a profit if that's the case...
CindibiseniusOr,2020-04-21 22:00:26,"Happy Valley, OR",OR,Oregon,Twitter for iPad,,"A new analysis found that 11% of veterans with Covid-19 died when they received standard care — but the death rate rose to 28% when they were also given hydroxychloroquine, the malaria drug touted by Trump. https://t.co/vTqHJqG5Wt"
was5477,2020-04-21 22:00:26,USA,,,Twitter for iPad,,"He lies and puts Americans in danger!  Shame on our media for broadcasting this information live ⁦@CNN⁩ ⁦@MSNBC⁩!  

And ⁦@FoxNews⁩ pushing this nightly on your shows - blood on your hands! https://t.co/EfAOM60f65"
WPTV,2020-04-21 22:00:25,"West Palm Beach, FL",FL,Florida,Buffer,,Study: Drug touted by Trump not found to be effective for treating COVID-19 https://t.co/MnTBHFPVDp
TaitaiDoogie,2020-04-21 22:00:25,"Houston, TX",TX,Texas,Twitter for iPad,,"@JohnCornyn @JohnCornyn If Ben O’Donnell, an Ironman athlete in his 30s, can get infected with Covid and be on an ECMO heart -lung pump, anyone young and healthy can too. https://t.co/N7gBaiTez1"
MidSouthEC,2020-04-21 22:00:25,"Navasota, Texas",TX,Texas,Buffer,,"New episode alert🚨
In episode 2 of our podcast, we're giving an update on COVID-19 and discussing recent storm recovery efforts. Give it a listen and let us know what you think! https://t.co/hhkL3eCIdU"
OwlWithAGuitar,2020-04-21 22:00:25,Southeast Wisconsin,WI,Wisconsin,Twitter for Android,,".@GovEvers in tele-press conference: ""This is a power grab by the Legislative Republicans who are telling 4,600+ in the state of Wisconsin who have contracted COVID-19 and the families of the 242 people who have died, we don’t care about you -- we care about our political power."""
mycubiclespace,2020-04-21 22:00:24,"Massachusetts, USA",MA,Massachusetts,Twitter for Android,,"Singapore's second-wave outbreak has been driven by people coming into the country with covid-19. European countries are closing their borders. But Trump is evil for suspending immigration at the moment (which, for all practical purposes, was already happening)."
ICFJ,2020-04-21 22:00:24,"Washington, DC",WA,Washington,Buffer,"COVID19, CoveringCOVID, dataviz","We know #COVID19 is important and complicated to cover. In our April 22 webinar, data journalist @davidemancino1 will show what commonly used data can and can’t tell us. Sign up now: https://t.co/2qqOBXHdMU
#CoveringCOVID #dataviz https://t.co/YwHOBISil7"
SharkFu,2020-04-21 22:00:24,"St. Louis, MO",MO,Missouri,Twitter for iPhone,,COVID response summarized in 3 consecutive tweets: https://t.co/t4mzxxAF4D
free4mDonny,2020-04-21 22:00:24,"New York, New York, USA",NY,New York,Twitter for iPhone,,"Congressional negotiators have reached a deal on a roughly $480 billion relief package that includes new funding for small businesses hurt by the coronavirus outbreak, along with other priorities like money for hospitals and expanded Covid-19 testing https://t.co/Zki9MMTbqo"
NCMC1994,2020-04-21 22:00:24,"New York, USA",NY,New York,Twitter for iPhone,,"Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr. https://t.co/n3uxBOmJMO"
CityofCleveland,2020-04-21 22:00:24,"Cleveland, Ohio",OH,Ohio,Twitter for iPhone,,"Using cloth face masks are encouraged, but social distancing is still vital. Learn more: https://t.co/G8ya6pApqi #InThisTogetherOhio https://t.co/QpkL0geo7Q"
Xfile_213,2020-04-21 22:00:24,"Flagstaff, AZ",AZ,Arizona,Twitter for Android,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
