screen_name,created_at,location,state_abb,state,source,hashtags,text
SpeakBravely,2020-04-21 22:23:36,"Twin Cities, Minnesota",MN,Minnesota,Twitter for Android,,"I have asked a Trump supporter FIVE TIMES to offer a defense to Donald Trump's inaction on COVID and so far he has talked about: Benghazi, Hillary, Iran, Obama, blamed the CDC.

He has offered ZERO defense OF Trump."
KarenSalitis,2020-04-21 22:23:35,Northeast Pennsylvania,PA,Pennsylvania,Twitter Web App,,"A new analysis found that 11% of veterans with Covid-19 died when they received standard care — but the death rate rose to 28% when they were also given hydroxychloroquine, the malaria drug touted by Trump. https://t.co/vTqHJqG5Wt"
dhalf80,2020-04-21 22:23:35,"Springfield, MO",MO,Missouri,Twitter for iPhone,,A panel of experts convened by the National Institute of Allergy and Infectious Diseases is recommending against a combination of two drugs promoted by President Trump to treat COVID-19 because of potential toxicities. https://t.co/bkeIcws1Ku
vidurb93,2020-04-21 22:23:35,"St Louis, MO",MO,Missouri,Twitter for Android,,"State, market, academia and individuals in Delhi, India and the world must come together to fight Covid. We thank Delhi Government for giving a multi-disciplinary team the chance to assist through technology and innovation. Work begins tonight and we look forward to help Delhi. https://t.co/yo4xoHDLfv"
SharonIsrael10,2020-04-21 22:23:35,Los Angeles & Colorado,CO,Colorado,Twitter for iPhone,,"Only one single known case in this study showed someone contracting Coronavirus outdoors. ALL OTHER KNOWN CASES had Coronavirus contracted indoors.
Hence, the government keeping us indoors INCREASES our chances of getting Coronavirus.
THEY SCREWED UP AGAIN
https://t.co/MEw4cMLcVx"
ashley_sund,2020-04-21 22:23:35,"Denver, CO",CO,Colorado,Twitter for iPhone,,"COVID-19 closures have hit our small, minority and women-owned businesses pretty hard. That's why, I'm proud to announce that up to 250 grant recipients of our Small Business Emergency Relief Fund will begin receiving funding TODAY. Read more ⬇️⬇️
https://t.co/bSdk6gCof7 https://t.co/G733p9o6Ln"
Unfreakin,2020-04-21 22:23:34,"Georgia, USA",GA,Georgia,Twitter Web App,,"@PressSec @realDonaldTrump AGAIN, Press Secretary lies. This poll says 79% of Americans support a temporary pause in immigration ONLY from HIGH RISK COUNTRIES China, Iran, Italy and South Korea.

Same study says 92% of people want COVID tests to be made widely available, which Trump has failed to do. https://t.co/jkSH1aTY7c"
NatasjaYonce,2020-04-21 22:23:34,"Florida, USA",FL,Florida,Twitter for iPhone,,"So I will correct this, for the record, since @jbouie's original tweet referencing 700 appears to have applied only to Georgia: in six weeks, the South (including Texas, population 125,000,000) has had roughly 5,000 #COVID deaths. But wait two weeks. https://t.co/GSXcHjSysc"
BeccaBhenH,2020-04-21 22:23:34,"Georgia, USA",GA,Georgia,Twitter for iPhone,,State of Georgia announces it is re-opening while they have 28-3 lead on COVID-19.
stacker44022,2020-04-21 22:23:34,"Spring, TX",TX,Texas,Twitter for iPhone,,"Texas, with a population of 29,000,000 and 477 covid-19 deaths, needs to allow every business to open back up NOW, while still implementing safe practices like social distancing, washing hands, and wearing masks."
ScrubShine,2020-04-21 22:23:34,Florida,FL,Florida,Twitter Web App,,"'If you go to work, you have to move': Doctor evicted during COVID-19 crisis https://t.co/PsTOVBWOzw"
LetaLestrange17,2020-04-21 22:23:34,"Missouri, USA",MO,Missouri,Twitter Web App,,"If you receive a text message saying “Someone who came in contact with you tested positive or has shown symptoms for COVID-19 &amp; recommends you self-isolate/get tested,” DO NOT click the link. This is a scam. https://t.co/P2a57N5G6V"
AggieDad2015,2020-04-21 22:23:34,Republic of Texas,TX,Texas,Twitter Web App,,Aggie Muster 2020: A little different but still the same https://t.co/TrlcGmacPk
Kathyismyname64,2020-04-21 22:23:33,"California, USA",CA,California,Twitter for iPhone,,@BrunoAmato_1 @MaryQueenfspots @PaulaReidCBS @charlie_adler @FaceTheNation @margbrennan @CBSNews Dr. Birx is an enabler. She enables and essentially provides Trump and cult45ers to justify/rationalize his piss poor leadership on how he continues to mishandle the Covid-19 pandemic. She is to public health what AG Barr is to separation of powers.
goddammitazmain,2020-04-21 22:23:33,"Queens, NY",NY,New York,Twitter for iPhone,,"After battling almost a month in the hospital my dad is finally home !!! He won his battle with COVID!!! He has a long road ahead to recovery and I just want to thank every single person for their prayers for, their kind messages, and their support. https://t.co/Fn8Hdl7OdB"
severuduw,2020-04-21 22:23:33,"Edmonds, WA",WA,Washington,Twitter for iPhone,,"Did you know that 🇩🇰 anesthesiologist, Bjørn Aage Ibsen, inspired modern use of intensive care units and ventilators that today are vital in the fight against covid-19? Ibsen’s innovative idea in 1952: treating polio patients with manual ventilators. 🩺💡#DenmarkinUSA #WCID2020 https://t.co/LIRlvWUK0a"
lorrainej1227,2020-04-21 22:23:33,BX lady now in NJ,NJ,New Jersey,Twitter for Android,,"Flights are nearly empty. Airlines have cut service drastically. But still, workers are dying from COVID-19.

A pilot, a flight attendant, a gate agent at LAX airport, a baggage handler at Dallas-Ft Worth and two more at JFK airport--at least 15 dead 

https://t.co/D5NxLYfMlZ"
StefiChristian,2020-04-21 22:23:32,"Manhattan, NY",NY,New York,Twitter for iPhone,,"The point of a vaccine is to create antibodies WHO says they don't know if antibodies to covid-19 prevents re-infection. So what is the point of getting a vaccine when they slap one together and try and make us all get it? 
https://t.co/7pFDkBYrYc"
KellyMunns1,2020-04-21 22:23:32,"Elizabethton, TN",TN,Tennessee,Twitter for iPhone,,"The email hacks reveal that strain of COVID-19 was also spliced with HIV!!! 

[They] planned on a 60% mortality rate, too bad we know that now and can tell the WORLD! 🖕🏻🖕🏻🖕🏻"
LinderJaime,2020-04-21 22:23:32,"Cookeville, TN",TN,Tennessee,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
Dopegyal_Marley,2020-04-21 22:23:32,"Virginia, USA",VA,Virginia,Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
HeyDerrickk,2020-04-21 22:23:31,"Washington, DC",WA,Washington,Twitter for iPhone,,"Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr. https://t.co/n3uxBOmJMO"
gperry70,2020-04-21 22:23:31,"Albuquerque, NM",NM,New Mexico,Twitter for Android,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
njmike731,2020-04-21 22:23:31,"New Jersey, USA",NJ,New Jersey,M Kelly,,"Some people will never have even been infected by or shown symptoms of Covid-19, but their neglected illnesses must be accounted for when taking stock of coronavirus' devastating toll on our society, write Andrew Y. Chang and Michele Barry for @CNNOpinion https://t.co/qdss27lX2a"
angelhrndzz,2020-04-21 22:23:30,"Texas, USA",TX,Texas,Twitter for iPhone,,"Ashlee Ramirez, a registered nurse who has spent the last month working long hours in an emergency room and helping to intubate COVID-19 patients, has not received stimulus money because she files her taxes jointly with her husband, Fredy, a Honduran citizen https://t.co/7AAeUWqjRP"
1450whtc,2020-04-21 22:23:30,"Holland, MI",MI,Michigan,Twitter for iPhone,,"Trump says the USNS Comfort hospital ship, which was sent to help New York's coronavirus response, will soon return to its Virginia base and be available for other locations, as NY's cases have leveled off https://t.co/9T8aUPjUrs https://t.co/BTt5jHCYGl"
vmasar1,2020-04-21 22:23:30,Colorado,CO,Colorado,Twitter for Android,,"As best I can understand, this is where we’re at:

-Trump refuses to organize a COVID response bc he says it’s up to states and hospitals

-But he opposes funding for states

-And when funding is approved for hospitals, it’s a “concession” to Democrats

Do I have that right?"
amurphous,2020-04-21 22:23:30,"California, USA",CA,California,Twitter for Android,,"I have been corresponding with the authors of the well-known Santa Clara County COVID-19 preprint, and I am alarmed at their sloppy behavior. The confidence interval calculation in their preprint made demonstrable math errors - *not* just questionable methodological choices."
KSNTNews,2020-04-21 22:23:30,Northeast Kansas,KS,Kansas,SocialNewsDesk,,"IN-HOUSE TESTING: In-house coronavirus testing is underway at Stormont Vail Hospital in Topeka. Results can now come back within an hour at the in-house lab.

https://t.co/lvKfNuZj55"
DailySignal,2020-04-21 22:23:29,"Washington, DC",WA,Washington,TweetDeck,,"FDA will ""go after"" anyone who incorrectly claims a coronavirus test has been approved by the agency but wasn't. https://t.co/dmonzxSlgl"
MatanovicLaw,2020-04-21 22:23:29,"Philadelphia, PA",PA,Pennsylvania,TweetDeck,,Louder than noisy ‘reopener’ protesters: The overwhelming majority of sane Pennsylvanians who are quietly staying home. https://t.co/1OYa03j7w2
YouCanFoolMost,2020-04-21 22:23:28,"Boise, ID",ID,Idaho,GetReal360,,"@londid53 @Percy10 @Lesufi Politicians will steal whether is voucher or food parcel but to avoid spread of COVID-19 when people go and gather in places waiting for food parcels they must consider vouchers which can be sent via phones to applicants and exchanged in shops like shorprite, boxer etc"
Bubbiespics,2020-04-21 22:23:28,"Missouri City, TX",TX,Texas,Twitter for Android,,"A new analysis found that 11% of veterans with Covid-19 died when they received standard care — but the death rate rose to 28% when they were also given hydroxychloroquine, the malaria drug touted by Trump. https://t.co/vTqHJqG5Wt"
YouCanFoolMost,2020-04-21 22:23:28,"Boise, ID",ID,Idaho,GetReal360,,@MelBala Found a website selling medical grade masks scientificall proven to filter microbes such as COVID-19!! https://t.co/jfIFNNwPFn
blackandgold43,2020-04-21 22:23:28,Ohio,OH,Ohio,Twitter for Android,,"This handy guide will help you to quickly and effectively understand what celebrities, neighbors, and even politicians actually mean when they use these common phrases.

https://t.co/WfYYn10Gdq https://t.co/B7VcRGkz9J"
TheMattComer,2020-04-21 22:23:28,"Charlotte, NC",NC,North Carolina,Twitter Web App,,"I would like to personally thank COVID-19 (and 9/11 and the Great Recession and every other fuck up in Millennials' lives) for my earning each and every single ""Back in my day..."" and ""You kids these days..."" comment I'll make some day to my kids, grandkids, nieces, and nephews."
kimapride,2020-04-21 22:23:28,"Philadelphia, PA",PA,Pennsylvania,Twitter for iPhone,,"If you receive a text message saying “Someone who came in contact with you tested positive or has shown symptoms for COVID-19 &amp; recommends you self-isolate/get tested,” DO NOT click the link. This is a scam. https://t.co/P2a57N5G6V"
war_lies,2020-04-21 22:23:27,Neo Kansas,KS,Kansas,Twitter for Android,,"In Ukraine, this is how a child was loaded up in the ambulance and taken to the hospital after he was confirmed to have COVID-19 💔

This is not a scene out of a horror movie, this is real life. 

And people here are taking it as a joke?! ARE YOU SERIOUS?! 

LOOK AT THIS! https://t.co/pyZU16ENIj"
AMN06,2020-04-21 22:23:27,Los Angeles CA,CA,California,Twitter Web App,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
charliezegers,2020-04-21 22:23:27,"Crestwood, NY",NY,New York,TweetDeck,,"@ChrisMurphyCT Also: COVID response is up to the states unless and until it isn't and that's when AG Barr gets involved.

Or something."
JaxMobile,2020-04-21 22:23:27,USA,,,Twitter for iPhone,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
montgomeryema,2020-04-21 22:23:27,"Montgomery, PA",PA,Pennsylvania,Twitter Web App,,"COVID-19  TESTING  UPDATE   reported noon TUESDAY 4/21   ZIPCODE 17752 = 21 neg., 0 pos....   LYC CO. = 796 neg., 42 pos."
The_Africanus,2020-04-21 22:23:27,U.S.A.,,,Twitter for Android,,"An NIH panel says that doctors shouldn't use hydroxychloroquine and azithromycin to treat COVID-19 — a combination that President Trump has repeatedly suggested might be helpful.
https://t.co/P9IYIiEWzI"
Johnnie1957golf,2020-04-21 22:23:26,Texas,TX,Texas,Twitter for iPhone,,"President Trump now seeks to distract us from his fumbled COVID-19 response by trying to put the blame on immigrants. The truth is many immigrants are on our front lines, protecting us as doctors, nurses, health aids, farmworkers, and restaurant workers. https://t.co/nJef4W5qZK"
gbpharma28,2020-04-21 22:23:26,"Portsmouth, NH",NH,New Hampshire,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
SleipnirPerkins,2020-04-21 22:23:26,"Michigan, USA",MI,Michigan,Twitter for Android,,"@Mnuchindilutio1 @SleipnirPerkins @rcwhalen @FHFA One of the main reasons the Fed was created was to act as a lender of last resort. In 03, 2020, Fed opened 6 lending facilities using Section 13(3) authority in response to COVID-19 in markets for corporate debt, muni debt, ABS, CMBS, Corp debt. 13(3) is how GSEs could access Fed"
JazmynShep,2020-04-21 22:23:26,"New Orleans, LA",LA,Louisiana,Twitter for iPhone,,I will retweet any information about injustice toward Black people in China until a major news outlet investigates and airs what’s going on. COVID-19 ORIGINATED IN CHINA...and now they’re treating Black people like subhumans as a result?!?! Any excuse to be racist. https://t.co/EhNPPzEMD7
LuieFig,2020-04-21 22:23:25,"Tampa, Florida",FL,Florida,Twitter for iPhone,,More than 800K COVID-19 cases. More than 43K deaths since 2/29. @realDonaldTrump This is your legacy as POTUS. https://t.co/gMGKcfHj62
Jaberuski,2020-04-21 22:23:25,"New Jersey, USA",NJ,New Jersey,Twitter for Android,,"@SandiJCampbell Well, overall, COVID cost me a significant amount more than it has saved me. Money that I won't recover either."
gayforcommunism,2020-04-21 22:23:25,"New York, NY",NY,New York,Twitter Web App,,"Abolition is healthcare: ""Covid-19 isn’t even the first infectious disease to ravage prisons: The rate of HIV among prisoners is five to seven times higher than that of the general population"" https://t.co/ipfSqftfTX"
JuliaunaBee,2020-04-21 22:23:24,"Pennsylvania, USA",PA,Pennsylvania,Twitter for iPhone,,if you refuse to practice social distancing and act like a face mask is and invasion of choice u deserve to catch COVID 🤦‍♀️
YannickSchilly,2020-04-21 22:23:24,"Ohio, USA",OH,Ohio,LinkedIn,,For those of you following the oil prices as a good early indicator of the economic outlook. A demand shock combined with a supply shock and limited storage capacity explain the collapsing of prices. What other commodities do you f…https://t.co/cBLM0IiI2c https://t.co/ybfIu8Gx7B
haveaconcern,2020-04-21 22:23:24,Wynne Arkansas USA,AR,Arkansas,Twitter Web App,,"Is Anyone Sick? Not of Covid-19...but of the political abuse of our LIBERTIES!! 
@GretchenInOK @haveaconcern @JIMSTEPHENS12 @Daytobehappy"
JustBrittney26,2020-04-21 22:23:24,"West Virginia, USA",WV,West Virginia,Twitter for Android,,Imma need everyone protesting to reopen their states/country to sign a waiver fully giving up their right to a ventilator in the event they are diagnosed with Covid-19! Please &amp; I Thank You!
HeidiLWilhelm,2020-04-21 22:23:23,"Denver, CO",CO,Colorado,Twitter Web App,,"NEW: In interview w/me, CDC director warns second wave of coronavirus is likely to be worse because it will coincide with flu season. Look how overwhelmed health system is in this 1st covid-19 wave. Now imagine 2 respiratory outbreaks at the same time. https://t.co/ftPnleE4VP"
YaleMed,2020-04-21 22:23:23,"New Haven, CT",CT,Connecticut,Twitter Web App,,A pair of @Yale and @Harvard professors have co-designed a circuit device to make machines used by sleep apnea patients safer for use by those infected with the COVID-19 virus. https://t.co/cisfVbRaoM
socalmom,2020-04-21 22:23:23,Southern California,CA,California,Twitter for iPad,,"Fox News heavily promoted the use of this drug — nearly 300 times in a two week period https://t.co/nK7HFnXGzw

You can find a comprehensive guide of how Fox News hyped this drug and brought it to Trump’s attention here: https://t.co/nBc7oT0BqW https://t.co/xJfmSTAPre"
CathieA_SacBee,2020-04-21 22:23:22,"Sacramento, CA",CA,California,Twitter Web Client,"COVID, assistedliving, Sacramento, coronavirus, california, sunrise",#COVID-19 hotspots at 2 #assistedliving homes for seniors in #Sacramento. At least 65 infected #coronavirus #california outbreak #sunrise https://t.co/waKONtl1mk
davidpsdem,2020-04-21 22:23:22,"Palm Springs, CA",CA,California,Twitter for iPhone,,"Five different coronavirus clusters in Lyon County, Kansas -- including one meat processing plant, one church:

https://t.co/jSEeZLFgQK"
progresivetrend,2020-04-21 22:23:22,"Florida, USA",FL,Florida,Twitter for Android,,The new symptom – a presence of purple or blue lesions on the patient’s feet and toes – is puzzling experts. https://t.co/PQCuOEc4p7
CatTrainTrump,2020-04-21 22:23:22,TX,TX,Texas,Twitter Web App,,"BREAKING: Maine will receive at least $16,295,844 for COVID-19 testing needs from this new emergency aid package the Senate passed this afternoon."
DovedSimon,2020-04-21 22:23:22,"North Carolina, USA",NC,North Carolina,Twitter for iPhone,,An AP investigation found that 75 publicly listed companies received $300M in loans due to COVID-19.1 in 4 of them had warned even before the virus hit that they were in potentially failing financial health. Others were recently under SEC investigation: https://t.co/RWDQWAr4ea
jimbcbs4,2020-04-21 22:23:21,"Denver, CO",CO,Colorado,Twitter Web App,"COVIDー19, coronavirus","🐾🐈COVID-19 IN PETS?🐕🐾

FACT: #COVIDー19 #coronavirus (SARS-CoV-2) can be contracted by your cat, dog or even ferret.

BUT...the likelihood is as close to 0% as possible

Why researchers @ColoradoStateU say some should consider ""social distancing"" from their pets-@CBSDenver 6p https://t.co/R977oLNkUq"
marissamadrid_4,2020-04-21 22:23:21,"Odessa, TX",TX,Texas,Twitter for iPhone,,I will retweet any information about injustice toward Black people in China until a major news outlet investigates and airs what’s going on. COVID-19 ORIGINATED IN CHINA...and now they’re treating Black people like subhumans as a result?!?! Any excuse to be racist. https://t.co/EhNPPzEMD7
KaraRosencrans,2020-04-21 22:23:21,"New York, NY",NY,New York,Twitter for iPhone,,"As best I can understand, this is where we’re at:

-Trump refuses to organize a COVID response bc he says it’s up to states and hospitals

-But he opposes funding for states

-And when funding is approved for hospitals, it’s a “concession” to Democrats

Do I have that right?"
_natsc_,2020-04-21 22:23:20,"Los Angeles, CA",CA,California,Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
sharaby17,2020-04-21 22:23:20,"Arlington, TX",TX,Texas,Twitter for iPhone,,"Ashlee Ramirez, a registered nurse who has spent the last month working long hours in an emergency room and helping to intubate COVID-19 patients, has not received stimulus money because she files her taxes jointly with her husband, Fredy, a Honduran citizen https://t.co/7AAeUWqjRP"
TommyStark,2020-04-21 22:23:20,"San Francisco, CA",CA,California,Twitter for Android,,"Amazing fact of the day: of the 58 patients admitted (to date) to UCSF with documented COVID, 16 remain in the hospital, 41 recovered and were discharged and just 1 (one) has died"
J_Holla,2020-04-21 22:23:20,"Washington, DC",WA,Washington,Twitter for Android,,@lib_crusher Seeing parallels between this and much of the trump admin's response to covid. People in charge just want to collect paychecks and pass the buck around
raferexstraw,2020-04-21 22:23:20,"Corona Del Mar, CA",CA,California,Twitter for iPhone,COVIDー19,"#COVIDー19 The data showed that 9 of 10 patients had an underlying medical condition, including:
—Hypertension: 49.7%
—Diabetes: 28.3%
—Chronic lung disease: 34.6%
—Cardiovascular disease: 27.8%
—Obesity: 48.3% https://t.co/YjabN89Bwc"
SardonicOldMan,2020-04-21 22:23:19,"Brewster, NY",NY,New York,Twitter for iPhone,,"A new analysis found that 11% of veterans with Covid-19 died when they received standard care — but the death rate rose to 28% when they were also given hydroxychloroquine, the malaria drug touted by Trump. https://t.co/vTqHJqG5Wt"
MaryAnnAhernNBC,2020-04-21 22:23:19,"Chicago, IL",IL,Illinois,Twitter for iPhone,,"Dr. Birx says there has not been a decline in coronavirus cases in the D.C. metro area, but many other major cities across the country are now showing improvements https://t.co/9T8aUPjUrs https://t.co/pJgtQjEUBS"
jrflory123,2020-04-21 22:23:19,"Texas, USA",TX,Texas,Twitter for Android,,@BretBaier How many people have died this year from non covid-19 flu? Hear it's 40k a year. Are they being included in the covid-19 numbers?
CorvinGreene,2020-04-21 22:23:19,Iowa,IA,Iowa,Twitter for iPhone,,"What I need to be doing is resting. Got antibiotics for the pneumonia &amp; have had a long, hard month of illness before I finally got the COVID test.

Alas, I have to fundraise. I'm sorry. 

https://t.co/T7YGovb5Qs"
Alohalia,2020-04-21 22:23:19,"Venice, CA",CA,California,Twitter for iPhone,,@Random___Ranter @WizrdNtheCorner @JohnLou04989077 @NikoKoopmann @TitanEren_vol2 @ThePez6 @joerogan “30% of your infected cells have been killed before you show symptoms. By the time you show symptoms…the dead cells are generating the symptoms.” https://t.co/rtabfEyhUM
lucytori1002,2020-04-21 22:23:19,"Pearland, TX",TX,Texas,Twitter for iPhone,,"@MarcZenn Thank you!   These protestors say they are willing to get Covid

but will showup at your hospital

demanding care

and endangering your life, your families and coworkers lives

There is No Constitutional Right to harm and kill others"
Seanjohns053,2020-04-21 22:23:18,"Charlotte, NC",NC,North Carolina,Twitter for Android,,"The corona virus has different strains, that affect living creatures differently.  This vaccine was for the Canine version of the virus. SARS and MRSA are also different versions of Coronavirus that have been around for atleast a decade. However covid-19 was a recent discovery https://t.co/6XUykhFtYw"
SorenCSorensen,2020-04-21 22:23:18,"Minnesota, USA",MN,Minnesota,Twitter for iPhone,,"States that have significantly deviated from their delegate selection plans (because of COVID-19) might lose delegates, e.g. get half delegate votes, if people wanted to be strict on rules for @DemConvention"
BmoreInBklyn,2020-04-21 22:23:18,"Brooklyn, NY",NY,New York,Twitter for Android,,"How hard will the pandemic hit profits? Projections are rapidly getting worse. On 4/9, analyst polled by Refinitiv posited a drop of 8.5% for the year. A week later, their estimate had almost doubled to 15.5%. Look for forecasts to keep dropping.

https://t.co/wMVFFJwBcb"
jbassler33,2020-04-21 22:23:18,"Glenview, IL",IL,Illinois,Twitter for iPhone,,Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment. https://t.co/5ABsuqCZnr
TGIFrani,2020-04-21 22:23:18,USA,,,Twitter Web App,,"I know COVID-19 is causing many people to feel anxious about what the future holds or lonely during this time of social distancing — and that's okay, just know that you're not alone. I've asked my friend, Dr. Vivek Murthy, to share a few tips on how to get through this: https://t.co/Hx9TMlF2zP"
STEVENSPINDLER2,2020-04-21 22:23:17,"Fort Lauderdale, FL",FL,Florida,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/7s16aSmN8g
ReneaPortman,2020-04-21 22:23:17,"Michigan, USA",MI,Michigan,Twitter for Android,,"Trump is not responsible for the Covid-19 outbreak. But is 100% responsible for his incompetent childish finger pointing response, the collapse of the economy &amp; his utterly incoherent plan to heal US. Never forget. On Nov.3 Remember."
shelby_heary,2020-04-21 22:23:17,"South Carolina, USA",SC,South Carolina,Twitter Web Client,,SOLVED: Charlotte woman hasn't left her house in three weeks but tested positive for COVID-19 https://t.co/ArkWFH2sP6 via @WCNC
smaddiebird,2020-04-21 22:23:17,"Maryland, USA",MD,Maryland,Twitter for Android,,"Tuesday, April 21st

U.S. COVID-19 DEATHS

.01%

May we come out of hiding yet?

The invisible killer is not as lethal as the visible tyranny of government.

#ReOpenColorado
#ReOpenTheRepublic https://t.co/99zUU27r5y"
JaniceSimon,2020-04-21 22:23:17,"Houston, Texas",TX,Texas,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
DavidFranklyn_,2020-04-21 22:23:17,California,CA,California,Twitter for iPhone,startsmall,"I’m moving $1B of my Square equity (~28% of my wealth) to #startsmall LLC to fund global COVID-19 relief. After we disarm this pandemic, the focus will shift to girl’s health and education, and UBI. It will operate transparently, all flows tracked here: https://t.co/hVkUczDQmz"
KolbyEatWorld,2020-04-21 22:23:17,"Columbus, OH",OH,Ohio,Twitter for iPhone,,"new live pinegrove album, elsewhere 2, out now! pay-what-you want on bandcamp with all proceeds going to the musiccares covid-19 relief fund! 

https://t.co/bEHp084CRx"
thegreatnoldini,2020-04-21 22:23:17,"Boise, ID",ID,Idaho,Twitter Web App,,@ScottMGreer Are they laughing Scott? Last I checked they were handling their COVID situation a lot better than we are.
DaveMc99TA,2020-04-21 22:23:17,"Seattle Area, WA",WA,Washington,TweetCaster for iOS,,"But this fringe I worry is driving our entire natl response to COVID.  The two things we have to do - stay at home, tracing/isolation - require curtailment of ""liberties."" So the President's been unable to do either, has to leave it to the states.

He's chosen Liberate! over us. https://t.co/3QXI8AjQQs"
patrickrcamp,2020-04-21 22:23:17,"Minneapolis, MN",MN,Minnesota,Twitter for iPhone,,Thailand is seeing a record number of baby leatherback sea turtles hatching as popular tourist beaches are left undisturbed during COVID-19 lockdown. https://t.co/xa3TKPGnPp https://t.co/JMCQZsT31R
MarcJamesLeves1,2020-04-21 22:23:16,"Edinburg, TX",TX,Texas,Twitter Web App,,"@HighImpactFlix Act free.  Sign on my shirt today before going out shopping today:  COVID-19 IS A FRAUD. Most cautiously approved  and one man came up to me and in a German accent said: ""I agree with you 100 percent""  Start tiny brush fires (Twitter I don't mean 'literally') wherever you are."
pamnyco,2020-04-21 22:23:16,USA,,,Twitter for iPhone,,"@WhiteHouse 45,000 American civilian lives needlessly surrended by Trump to COVID-19 without putting up a fight. Pathetic"
Penny20035,2020-04-21 22:23:16,"Kennesaw, GA",GA,Georgia,Twitter for Android,,"Outside of NYC, COVID problem in USA is largely a nursing home epidemic. Long term care facilities are being wiped out in every state. Resources that could be used to protect most vulnerable in these places are diverted to maintaining a pointless healthy quarantine. Frustrating."
Toni_Malin,2020-04-21 22:23:16,"Ohio, USA",OH,Ohio,Twitter for iPhone,,"Good Grief!! The BS with @CNN just never stops. Cuomo, looking much like the creature from the black lagoon, comes slinking out of his basement after enduring guarantine for COVID-19. Fact is, he made an earlier exit on Easter Sunday w/wife &amp; kids to East Hampton. #CNNFakeNews https://t.co/BsTNeAE1Od"
thenordicmuseum,2020-04-21 22:23:15,"Ballard, Seattle, WA USA",WA,Washington,Twitter Web App,,"Did you know that 🇩🇰 anesthesiologist, Bjørn Aage Ibsen, inspired modern use of intensive care units and ventilators that today are vital in the fight against covid-19? Ibsen’s innovative idea in 1952: treating polio patients with manual ventilators. 🩺💡#DenmarkinUSA #WCID2020 https://t.co/LIRlvWUK0a"
Dougtecobos,2020-04-21 22:23:15,"Boston, MA",MA,Massachusetts,Twitter for iPhone,,I’m grateful for Taiwan’s generous donation of masks to Massachusetts to help fight COVID-19. And I urge President Trump to fully use the DPA so we don’t have to rely on foreign assistance for medical supplies &amp; can return the favor to others in need. https://t.co/2K62l4X2zM
gatorSoFla,2020-04-21 22:23:15,"Fort Lauderdale, FL",FL,Florida,Twitter Web App,,Possible major breakthrough on treating Covid 19 patients: detecting silent hypoxia early on. https://t.co/wL4IsS3xvk
botkitchenamy,2020-04-21 22:23:15,"Boston, MA",MA,Massachusetts,Twitter for iPhone,,"My heart earnestly goes out to the people of Florida, Georgia, South Carolina and Tennessee. You've been lied to about the prevalence, contagiousness, and lethality of COVID-19 by state officials acting for their own political profit. You're headed for a major outbreak. #StayHome https://t.co/3D7wjagDpb"
sergearuzeck,2020-04-21 22:23:15,"Portland, OR",OR,Oregon,Twitter Web App,,"According to a study, veterans with COVID-19 who were given hydroxychloroquine—the anti-malaria drug touted by Trump as coronavirus treatment—showed no benefits https://t.co/hoPv5v3UGi by @lisettevoytko https://t.co/PFJgXM9Xmj"
LisaGray_HouTX,2020-04-21 22:23:14,"Houston, TX",TX,Texas,TweetDeck,,"Good news: Harris Co. jail gets $ for 2,000 COVID tests.

Bad news: More than 2,000 prisoners in ""observational quarantine"" need testing.

Plus: 2,000 jail employees.

Plus: What to do w/ inmates who test positive?

Jail medical official: ""I need help."" 

https://t.co/6rPfrj1jN8"
sandyabuadas,2020-04-21 22:23:14,"New York, NY",NY,New York,Twitter for iPhone,,"As a TA this semester, I know that universal pass/A is the only equitable grading policy for students enduring the COVID-19 crisis @nyuniversity #nofailNYU #NYUMakesUsSick"
